iter	RMSE
905	2150.531771
906	2149.695324
907	2149.413995
908	2149.206541
909	2148.807272
910	2148.413447
911	2148.095309
912	2147.784167
913	2147.1667
914	2146.876469
915	2146.681246
916	2146.454764
917	2145.840058
918	2145.138547
919	2144.57418
920	2144.199219
921	2143.14129
922	2141.892811
923	2140.99245
924	2140.736431
925	2140.529187
926	2140.115402
927	2139.404942
928	2139.242677
929	2138.844128
930	2138.60133
931	2138.230485
932	2137.982836
933	2137.639715
934	2137.341781
935	2136.918386
936	2136.170496
937	2135.509272
938	2135.321052
939	2134.921771
940	2134.462553
941	2134.179407
942	2133.926403
943	2133.586941
944	2132.874115
945	2132.265561
946	2131.672946
947	2131.280176
948	2130.997854
949	2130.668672
950	2129.855429
951	2129.494773
952	2129.356523
953	2128.793733
954	2128.280266
955	2127.96027
956	2127.071121
957	2126.550988
958	2126.28525
959	2125.200896
960	2125.036295
961	2124.529522
962	2124.186248
963	2123.781793
964	2123.388333
965	2123.112666
966	2122.81828
967	2122.216958
968	2121.610165
969	2121.007344
970	2120.378801
971	2120.175063
972	2119.91354
973	2119.649091
974	2119.510102
975	2118.389565
976	2118.111027
977	2117.439722
978	2117.148796
979	2116.776993
980	2116.596959
981	2116.408312
982	2116.311616
983	2115.913676
984	2115.363836
985	2115.097755
986	2114.767355
987	2114.317877
988	2113.76327
989	2113.424052
990	2113.330508
991	2112.886433
992	2112.385552
993	2112.14252
994	2111.877776
995	2111.179311
996	2110.83251
997	2110.626495
998	2110.191733
999	2109.811533
1000	2109.112288
1001	2108.958549
1002	2108.743915
1003	2108.545646
1004	2108.193854
1005	2107.736476
1006	2107.547037
1007	2106.93078
1008	2106.577942
1009	2106.332395
1010	2106.074104
1011	2104.966422
1012	2104.776733
1013	2104.678142
1014	2104.321138
1015	2104.039183
1016	2103.837749
1017	2103.637755
1018	2103.227696
1019	2102.793349
1020	2102.481532
1021	2101.981381
1022	2101.638218
1023	2101.293248
1024	2100.78678
1025	2100.597687
1026	2100.214388
1027	2099.339293
1028	2099.012646
1029	2098.662958
1030	2098.318375
1031	2097.731276
1032	2097.499412
1033	2097.470171
1034	2096.884784
1035	2096.34741
1036	2096.164744
1037	2095.871059
1038	2095.565919
1039	2095.096417
1040	2094.954042
1041	2094.827078
1042	2094.659115
1043	2094.041994
1044	2093.883926
1045	2093.707489
1046	2092.908016
1047	2092.411537
1048	2092.237419
1049	2091.554388
1050	2090.978491
1051	2090.666574
1052	2090.250059
1053	2089.530765
1054	2089.38038
1055	2088.72294
1056	2088.253465
1057	2087.914704
1058	2087.431336
1059	2087.166788
1060	2086.238007
1061	2085.955078
1062	2085.508899
1063	2085.024483
1064	2084.678725
1065	2083.778367
1066	2083.65396
1067	2082.78349
1068	2082.18769
1069	2082.006629
1070	2081.815143
1071	2081.459815
1072	2080.762341
1073	2080.623997
1074	2080.363202
1075	2079.981482
1076	2079.679712
1077	2079.369935
1078	2079.056375
1079	2078.553735
1080	2078.503867
1081	2078.306058
1082	2078.275563
1083	2077.883916
1084	2077.621202
1085	2077.279625
1086	2076.867807
1087	2076.598271
1088	2076.319345
1089	2076.029352
1090	2075.998628
1091	2075.624871
1092	2075.048198
1093	2074.783056
1094	2074.13193
1095	2073.670884
1096	2073.441654
1097	2072.795433
1098	2071.855473
1099	2071.239553
1100	2070.880338
1101	2070.650996
1102	2070.370578
1103	2069.597948
1104	2069.345346
1105	2069.154862
1106	2069.004577
1107	2068.735004
1108	2068.373278
1109	2068.066157
1110	2067.816136
1111	2067.576369
1112	2067.018122
1113	2066.585068
1114	2066.194074
1115	2065.677714
1116	2064.944416
1117	2064.689165
1118	2064.397341
1119	2064.151432
1120	2063.894796
1121	2063.630103
1122	2063.449693
1123	2063.103787
1124	2062.739785
1125	2062.244965
1126	2061.664153
1127	2061.567468
1128	2061.268358
1129	2061.0437
1130	2060.599369
1131	2060.420678
1132	2060.076546
1133	2059.104967
1134	2058.800137
1135	2058.604308
1136	2058.02227
1137	2057.873754
1138	2057.657866
1139	2057.524725
1140	2057.110841
1141	2056.333925
1142	2056.093713
1143	2055.847806
1144	2055.646623
1145	2054.88726
1146	2054.836022
1147	2054.670262
1148	2054.405675
1149	2054.335815
1150	2053.784422
1151	2053.600558
1152	2053.285552
1153	2052.858663
1154	2052.411366
1155	2051.843712
1156	2051.69445
1157	2051.38254
1158	2051.04676
1159	2050.51861
1160	2050.088851
1161	2049.922208
1162	2049.535018
1163	2049.365437
1164	2049.26049
1165	2048.998496
1166	2048.057598
1167	2047.541956
1168	2047.244692
1169	2047.077118
1170	2046.78508
1171	2046.490204
1172	2045.748429
1173	2045.484386
1174	2045.207315
1175	2044.133258
1176	2043.558303
1177	2043.278069
1178	2042.696869
1179	2042.401902
1180	2042.133723
1181	2041.4142
1182	2040.729586
1183	2040.604057
1184	2040.370711
1185	2040.036526
1186	2039.606964
1187	2039.27907
1188	2038.871609
1189	2038.716083
1190	2038.256053
1191	2037.652652
1192	2037.504758
1193	2037.156354
1194	2036.962659
1195	2036.204963
1196	2035.84047
1197	2035.680193
1198	2035.433527
1199	2035.171762
1200	2034.959192
1201	2034.620902
1202	2034.300847
1203	2033.69597
1204	2033.250993
1205	2033.072613
1206	2032.689354
1207	2032.392432
1208	2032.105628
1209	2031.8867
1210	2031.665635
1211	2031.606868
1212	2031.192232
1213	2030.809323
1214	2030.570824
1215	2030.268255
1216	2030.132311
1217	2029.564168
1218	2029.255808
1219	2028.672505
1220	2028.545222
1221	2028.007784
1222	2027.761797
1223	2027.685374
1224	2027.266305
1225	2026.640264
1226	2026.328634
1227	2026.08214
1228	2025.331478
1229	2025.154923
1230	2024.685754
1231	2024.130525
1232	2023.660209
1233	2023.555949
1234	2023.232021
1235	2023.156033
1236	2022.947455
1237	2022.684378
1238	2022.230608
1239	2022.053784
1240	2021.622929
1241	2021.499147
1242	2021.019519
1243	2020.547669
1244	2020.336393
1245	2019.767114
1246	2019.611635
1247	2019.212659
1248	2018.267194
1249	2017.127814
1250	2016.966556
1251	2016.82262
1252	2016.601526
1253	2016.205402
1254	2015.86863
1255	2015.752202
1256	2015.50756
1257	2015.301336
1258	2015.027926
1259	2014.180273
1260	2014.011675
1261	2013.879709
1262	2013.366991
1263	2013.261284
1264	2012.995824
1265	2012.75816
1266	2012.390131
1267	2012.12161
1268	2011.852138
1269	2011.609054
1270	2011.266633
1271	2011.029171
1272	2010.857156
1273	2010.745014
1274	2010.048937
1275	2009.787224
1276	2009.610016
1277	2009.343972
1278	2008.986613
1279	2008.209098
1280	2007.804497
1281	2007.4378
1282	2007.250811
1283	2006.841126
1284	2006.716941
1285	2006.490862
1286	2006.168051
1287	2005.808089
1288	2005.609633
1289	2005.295448
1290	2004.952765
1291	2004.780943
1292	2004.511504
1293	2004.259267
1294	2003.561448
1295	2003.348075
1296	2002.977194
1297	2002.657901
1298	2002.379498
1299	2002.041319
1300	2000.629686
1301	2000.429388
1302	2000.058069
1303	1999.760493
1304	1999.539762
1305	1999.27023
1306	1999.009969
1307	1998.463463
1308	1998.294868
1309	1998.074282
1310	1997.897878
1311	1997.743767
1312	1997.563648
1313	1997.28863
1314	1996.922357
1315	1996.606805
1316	1996.543013
1317	1996.288336
1318	1996.128263
1319	1995.582709
1320	1995.417764
1321	1994.980235
1322	1994.661916
1323	1994.350824
1324	1994.180651
1325	1993.998673
1326	1993.775151
1327	1993.486073
1328	1993.374594
1329	1993.192747
1330	1992.702099
1331	1992.458629
1332	1992.247863
1333	1991.75339
1334	1991.595519
1335	1991.382506
1336	1991.181484
1337	1990.882684
1338	1990.529201
1339	1989.699984
1340	1989.602061
1341	1989.347318
1342	1989.169523
1343	1988.996234
1344	1988.786335
1345	1988.634602
1346	1988.384567
1347	1988.138511
1348	1987.921734
1349	1987.590045
1350	1987.43462
1351	1987.181656
1352	1986.950164
1353	1986.500788
1354	1986.373067
1355	1986.185639
1356	1985.963707
1357	1985.79261
1358	1985.298589
1359	1984.788891
1360	1984.660854
1361	1984.354479
1362	1984.214359
1363	1984.001069
1364	1983.833409
1365	1983.282618
1366	1983.020774
1367	1982.844577
1368	1982.640523
1369	1982.419226
1370	1982.160672
1371	1981.768392
1372	1981.525228
1373	1981.493038
1374	1981.354883
1375	1981.227759
1376	1980.798036
1377	1980.311027
1378	1980.193851
1379	1979.82834
1380	1979.669414
1381	1979.487755
1382	1979.300294
1383	1979.184814
1384	1979.043088
1385	1978.875318
1386	1978.627356
1387	1978.022612
1388	1977.710453
1389	1977.584129
1390	1977.062929
1391	1976.91526
1392	1976.635714
1393	1976.385919
1394	1976.287854
1395	1975.805322
1396	1975.443345
1397	1975.303939
1398	1975.076437
1399	1974.665564
1400	1974.4529
1401	1974.092953
1402	1973.964637
1403	1973.711707
1404	1973.549389
1405	1973.369756
1406	1973.202021
1407	1972.845474
1408	1972.486996
1409	1972.299492
1410	1971.946203
1411	1971.846155
1412	1971.320741
1413	1971.173368
1414	1970.882427
1415	1970.749544
1416	1970.582936
1417	1970.424717
1418	1970.026572
1419	1969.902246
1420	1969.408806
1421	1969.192874
1422	1968.860418
1423	1968.764159
1424	1968.36921
1425	1968.256516
1426	1968.073179
1427	1967.927121
1428	1967.794455
1429	1967.598191
1430	1967.351094
1431	1967.048051
1432	1966.931748
1433	1966.597869
1434	1966.260503
1435	1965.971123
1436	1965.591005
1437	1965.405132
1438	1965.239527
1439	1964.851256
1440	1964.669267
1441	1964.244977
1442	1963.845683
1443	1963.573647
1444	1963.388207
1445	1963.220661
1446	1962.995925
1447	1962.596065
1448	1962.225505
1449	1962.098704
1450	1961.891659
1451	1961.731906
1452	1961.499912
1453	1961.257363
1454	1961.060654
1455	1960.842864
1456	1959.562954
1457	1959.354284
1458	1959.165315
1459	1958.644955
1460	1958.373657
1461	1958.082485
1462	1957.844942
1463	1957.703864
1464	1957.327051
1465	1957.216228
1466	1957.077299
1467	1956.510825
1468	1956.190949
1469	1956.105877
1470	1956.006796
1471	1955.733564
1472	1955.483608
1473	1955.401015
1474	1955.226825
1475	1955.121425
1476	1954.695585
1477	1954.587018
1478	1954.2458
1479	1954.147252
1480	1953.686982
1481	1953.501022
1482	1953.380772
1483	1953.206716
1484	1953.035784
1485	1952.865152
1486	1952.759834
1487	1952.696913
1488	1952.352118
1489	1952.161738
1490	1952.075652
1491	1951.95322
1492	1951.802603
1493	1951.280594
1494	1951.037089
1495	1950.886192
1496	1950.63855
1497	1950.495484
1498	1950.316977
1499	1950.133212
1500	1949.962011
1501	1949.505262
1502	1949.300236
1503	1948.946868
1504	1948.607495
1505	1948.338892
1506	1947.992172
1507	1947.947148
1508	1947.784152
1509	1947.44825
1510	1947.273139
1511	1947.150194
1512	1946.78289
1513	1946.263631
1514	1945.956043
1515	1945.025
1516	1944.772196
1517	1944.539125
1518	1944.257658
1519	1944.194777
1520	1943.966895
1521	1943.810191
1522	1943.492958
1523	1943.355573
1524	1943.101921
1525	1942.907898
1526	1942.548105
1527	1942.414442
1528	1942.107403
1529	1941.938021
1530	1941.736828
1531	1941.540879
1532	1941.200738
1533	1941.078778
1534	1940.802497
1535	1940.702529
1536	1940.5168
1537	1940.257614
1538	1940.156353
1539	1939.925362
1540	1939.676215
1541	1939.532973
1542	1939.285251
1543	1939.177087
1544	1939.104342
1545	1938.848868
1546	1938.374524
1547	1938.221587
1548	1938.056401
1549	1937.876854
1550	1937.703515
1551	1937.499561
1552	1937.260761
1553	1936.820861
1554	1936.388357
1555	1936.231567
1556	1935.937592
1557	1935.868316
1558	1935.505208
1559	1935.299015
1560	1935.204996
1561	1934.705031
1562	1934.537115
1563	1934.24637
1564	1934.116361
1565	1933.625948
1566	1933.500233
1567	1933.371231
1568	1932.835571
1569	1932.698909
1570	1932.627295
1571	1932.243687
1572	1932.084974
1573	1931.686123
1574	1931.570548
1575	1931.33853
1576	1931.18059
1577	1930.940055
1578	1930.879599
1579	1930.677254
1580	1930.405944
1581	1930.028356
1582	1929.591045
1583	1929.497489
1584	1929.281859
1585	1929.088142
1586	1928.943054
1587	1928.580444
1588	1928.409662
1589	1928.258585
1590	1928.109405
1591	1927.979512
1592	1927.801678
1593	1927.533251
1594	1926.962655
1595	1926.770721
1596	1926.484216
1597	1926.344026
1598	1926.224628
1599	1926.068709
1600	1925.955026
1601	1925.39681
1602	1925.304431
1603	1925.114137
1604	1924.821225
1605	1924.580852
1606	1924.483016
1607	1924.124347
1608	1923.763166
1609	1923.566343
1610	1923.365248
1611	1923.092481
1612	1922.99627
1613	1922.676241
1614	1922.604254
1615	1922.42135
1616	1922.193652
1617	1922.075059
1618	1921.921144
1619	1921.476243
1620	1921.190971
1621	1920.998247
1622	1920.828281
1623	1920.468184
1624	1920.308179
1625	1920.18042
1626	1920.020284
1627	1919.847889
1628	1919.641931
1629	1919.349356
1630	1919.104462
1631	1918.948498
1632	1918.838335
1633	1918.734985
1634	1918.567909
1635	1918.22039
1636	1918.009461
1637	1917.8242
1638	1917.74734
1639	1917.462579
1640	1917.242183
1641	1917.102917
1642	1916.937404
1643	1916.789476
1644	1916.671936
1645	1916.59951
1646	1916.453369
1647	1915.998662
1648	1915.664231
1649	1915.562844
1650	1915.336466
1651	1915.241466
1652	1915.127247
1653	1915.049425
1654	1914.808359
1655	1914.550711
1656	1914.499135
1657	1913.965242
1658	1913.890364
1659	1913.675218
1660	1913.258532
1661	1913.122395
1662	1913.06362
1663	1912.988065
