iter	Passed	Remaining
1636	17710	30650
1637	17722	30640
1638	17732	30629
1639	17744	30619
1640	17755	30608
1641	17765	30597
1642	17775	30585
1643	17786	30574
1644	17796	30562
1645	17807	30551
1646	17817	30539
1647	17829	30531
1648	17840	30520
1649	17851	30509
1650	17861	30497
1651	17871	30485
1652	17882	30474
1653	17892	30461
1654	17902	30449
1655	17912	30437
1656	17922	30425
1657	17932	30413
1658	17942	30402
1659	17953	30390
1660	17964	30380
1661	17974	30368
1662	17984	30356
1663	17994	30344
1664	18004	30332
1665	18015	30320
1666	18025	30309
1667	18035	30297
1668	18045	30285
1669	18056	30274
1670	18067	30264
1671	18078	30253
1672	18088	30241
1673	18098	30229
1674	18108	30217
1675	18119	30206
1676	18130	30195
1677	18140	30183
1678	18150	30171
1679	18160	30160
1680	18171	30149
1681	18182	30138
1682	18192	30126
1683	18202	30114
1684	18212	30102
1685	18223	30090
1686	18233	30079
1687	18243	30067
1688	18253	30055
1689	18264	30044
1690	18274	30032
1691	18285	30022
1692	18296	30011
1693	18306	29999
1694	18317	29988
1695	18327	29976
1696	18337	29965
1697	18348	29953
1698	18358	29941
1699	18368	29930
1700	18379	29918
1701	18390	29908
1702	18401	29897
1703	18411	29886
1704	18421	29874
1705	18431	29862
1706	18442	29851
1707	18452	29839
1708	18462	29827
1709	18472	29815
1710	18483	29803
1711	18493	29792
1712	18504	29781
1713	18514	29770
1714	18525	29759
1715	18535	29747
1716	18545	29735
1717	18556	29724
1718	18565	29712
1719	18576	29700
1720	18586	29689
1721	18596	29677
1722	18607	29666
1723	18618	29655
1724	18631	29648
1725	18643	29639
1726	18655	29631
1727	18668	29623
1728	18680	29615
1729	18693	29606
1730	18705	29598
1731	18717	29588
1732	18727	29577
1733	18738	29566
1734	18749	29555
1735	18759	29543
1736	18769	29532
1737	18779	29520
1738	18790	29508
1739	18800	29496
1740	18810	29485
1741	18821	29474
1742	18832	29464
1743	18844	29455
1744	18856	29446
1745	18867	29435
1746	18877	29424
1747	18888	29413
1748	18899	29402
1749	18910	29391
1750	18920	29380
1751	18932	29370
1752	18943	29360
1753	18954	29350
1754	18965	29339
1755	18975	29327
1756	18985	29315
1757	18995	29303
1758	19005	29292
1759	19016	29281
1760	19026	29269
1761	19037	29258
1762	19047	29247
1763	19058	29236
1764	19069	29225
1765	19080	29214
1766	19090	29202
1767	19100	29191
1768	19110	29179
1769	19121	29167
1770	19131	29155
1771	19141	29144
1772	19152	29133
1773	19162	29121
1774	19172	29109
1775	19183	29098
1776	19194	29088
1777	19205	29077
1778	19215	29066
1779	19225	29054
1780	19236	29044
1781	19246	29032
1782	19257	29020
1783	19267	29009
1784	19278	28998
1785	19289	28987
1786	19299	28976
1787	19309	28964
1788	19320	28953
1789	19330	28941
1790	19340	28930
1791	19350	28918
1792	19361	28906
1793	19371	28895
1794	19381	28883
1795	19392	28872
1796	19403	28861
1797	19413	28850
1798	19423	28838
1799	19434	28827
1800	19445	28816
1801	19455	28804
1802	19465	28793
1803	19475	28781
1804	19485	28769
1805	19495	28757
1806	19505	28745
1807	19516	28734
1808	19527	28724
1809	19537	28712
1810	19548	28702
1811	19559	28691
1812	19569	28679
1813	19580	28668
1814	19590	28656
1815	19600	28645
1816	19611	28634
1817	19621	28622
1818	19631	28610
1819	19642	28600
1820	19653	28590
1821	19664	28579
1822	19675	28568
1823	19685	28557
1824	19696	28545
1825	19706	28534
1826	19716	28523
1827	19727	28511
1828	19737	28499
1829	19747	28487
1830	19757	28475
1831	19768	28465
1832	19778	28454
1833	19788	28442
1834	19799	28431
1835	19810	28420
1836	19820	28408
1837	19832	28400
1838	19844	28391
1839	19856	28382
1840	19867	28371
1841	19878	28361
1842	19890	28351
1843	19901	28341
1844	19911	28329
1845	19922	28318
1846	19933	28308
1847	19944	28298
1848	19955	28287
1849	19967	28277
1850	19978	28267
1851	19990	28258
1852	20002	28248
1853	20013	28238
1854	20024	28228
1855	20035	28218
1856	20046	28207
1857	20057	28196
1858	20068	28186
1859	20079	28176
1860	20091	28166
1861	20102	28156
1862	20113	28145
1863	20124	28135
1864	20135	28124
1865	20146	28113
1866	20157	28103
1867	20168	28092
1868	20179	28082
1869	20190	28071
1870	20200	28060
1871	20211	28049
1872	20221	28038
1873	20233	28028
1874	20243	28017
1875	20253	28005
1876	20265	27995
1877	20276	27985
1878	20287	27974
1879	20298	27964
1880	20308	27952
1881	20318	27941
1882	20329	27930
1883	20340	27919
1884	20351	27908
1885	20361	27897
1886	20372	27886
1887	20383	27875
1888	20393	27864
1889	20404	27853
1890	20414	27841
1891	20425	27831
1892	20436	27820
1893	20446	27809
1894	20457	27797
1895	20468	27787
1896	20478	27775
1897	20488	27764
1898	20499	27753
1899	20509	27742
1900	20520	27731
1901	20530	27719
1902	20540	27707
1903	20551	27696
1904	20561	27685
1905	20571	27673
1906	20582	27662
1907	20592	27651
1908	20603	27640
1909	20613	27628
1910	20624	27618
1911	20635	27607
1912	20645	27596
1913	20656	27585
1914	20666	27573
1915	20677	27562
1916	20687	27551
1917	20697	27539
1918	20708	27528
1919	20719	27517
1920	20729	27506
1921	20739	27494
1922	20750	27484
1923	20760	27472
1924	20771	27461
1925	20781	27450
1926	20792	27438
1927	20802	27426
1928	20812	27415
1929	20822	27403
1930	20832	27392
1931	20844	27382
1932	20854	27371
1933	20865	27360
1934	20876	27349
1935	20887	27338
1936	20898	27328
1937	20908	27317
1938	20919	27306
1939	20931	27297
1940	20943	27287
1941	20953	27276
1942	20964	27265
1943	20975	27254
1944	20985	27243
1945	20996	27232
1946	21006	27220
1947	21016	27208
1948	21026	27197
1949	21036	27185
1950	21046	27173
1951	21056	27162
1952	21067	27151
1953	21078	27140
1954	21088	27129
1955	21099	27118
1956	21109	27106
1957	21119	27095
1958	21130	27084
1959	21140	27072
1960	21150	27061
1961	21160	27049
1962	21170	27037
1963	21181	27026
1964	21191	27015
1965	21202	27004
1966	21212	26993
1967	21222	26981
1968	21233	26970
1969	21244	26959
1970	21254	26947
1971	21264	26936
1972	21274	26924
1973	21284	26913
1974	21294	26901
1975	21305	26890
1976	21316	26879
1977	21327	26869
1978	21337	26857
1979	21347	26846
1980	21358	26835
1981	21368	26824
1982	21379	26812
1983	21389	26801
1984	21399	26789
1985	21410	26778
1986	21421	26768
1987	21431	26757
1988	21442	26746
1989	21453	26736
1990	21464	26725
1991	21475	26715
1992	21485	26703
1993	21496	26693
1994	21507	26682
1995	21518	26671
1996	21529	26660
1997	21539	26649
1998	21549	26638
1999	21560	26626
2000	21572	26617
2001	21583	26607
2002	21594	26597
2003	21606	26587
2004	21619	26579
2005	21630	26569
2006	21641	26558
2007	21651	26547
2008	21662	26535
2009	21673	26525
2010	21683	26514
2011	21696	26505
2012	21708	26496
2013	21718	26485
2014	21729	26474
2015	21741	26464
2016	21752	26454
2017	21762	26443
2018	21773	26431
2019	21783	26420
2020	21794	26409
2021	21804	26398
2022	21815	26387
2023	21825	26376
2024	21836	26365
2025	21847	26354
2026	21857	26343
2027	21867	26331
2028	21878	26320
2029	21888	26309
2030	21898	26297
2031	21909	26286
2032	21921	26277
2033	21935	26270
2034	21947	26261
2035	21958	26251
2036	21968	26239
2037	21979	26228
2038	21989	26217
2039	22000	26206
2040	22011	26196
2041	22022	26185
2042	22034	26175
2043	22046	26166
2044	22058	26157
2045	22070	26148
2046	22082	26138
2047	22092	26127
2048	22104	26117
2049	22114	26105
2050	22124	26094
2051	22134	26082
2052	22145	26071
2053	22155	26060
2054	22166	26049
2055	22176	26038
2056	22188	26028
2057	22201	26020
2058	22213	26010
2059	22224	26000
2060	22234	25989
2061	22244	25977
2062	22255	25966
2063	22266	25955
2064	22277	25944
2065	22287	25934
2066	22298	25923
2067	22309	25912
2068	22319	25901
2069	22330	25890
2070	22340	25878
2071	22350	25867
2072	22360	25855
2073	22371	25844
2074	22382	25833
2075	22392	25822
2076	22403	25812
2077	22414	25801
2078	22424	25790
2079	22434	25778
2080	22445	25767
2081	22455	25755
2082	22465	25744
2083	22475	25733
2084	22486	25721
2085	22497	25711
2086	22509	25701
2087	22520	25691
2088	22530	25680
2089	22540	25668
2090	22550	25656
2091	22560	25645
2092	22571	25634
2093	22581	25622
2094	22591	25611
2095	22601	25599
2096	22612	25588
2097	22623	25578
2098	22634	25567
2099	22644	25556
2100	22655	25544
2101	22665	25533
2102	22675	25521
2103	22685	25510
2104	22695	25498
2105	22705	25487
2106	22715	25475
2107	22727	25465
2108	22737	25454
2109	22748	25443
2110	22758	25432
2111	22768	25420
2112	22778	25409
2113	22788	25397
2114	22799	25386
2115	22809	25374
2116	22819	25363
2117	22830	25352
2118	22841	25341
2119	22852	25331
2120	22863	25321
2121	22874	25310
2122	22885	25299
2123	22896	25289
2124	22906	25278
2125	22917	25267
2126	22928	25257
2127	22939	25246
2128	22951	25236
2129	22962	25225
2130	22972	25215
2131	22983	25204
2132	22994	25194
2133	23005	25183
2134	23016	25173
2135	23028	25162
2136	23038	25152
2137	23050	25141
2138	23061	25131
2139	23072	25120
2140	23083	25110
2141	23093	25098
2142	23104	25087
2143	23114	25076
2144	23125	25065
2145	23135	25054
2146	23146	25043
2147	23156	25032
2148	23166	25021
2149	23177	25009
2150	23188	24999
2151	23198	24988
2152	23208	24976
2153	23218	24965
2154	23228	24953
2155	23239	24942
2156	23249	24930
2157	23259	24919
2158	23269	24908
2159	23279	24896
2160	23290	24885
2161	23300	24873
2162	23311	24862
2163	23321	24851
2164	23331	24839
2165	23341	24828
2166	23351	24817
2167	23361	24805
2168	23371	24794
2169	23382	24783
2170	23393	24772
2171	23405	24763
2172	23419	24755
2173	23431	24746
2174	23443	24737
2175	23456	24728
2176	23468	24718
2177	23480	24709
2178	23492	24699
2179	23502	24688
2180	23513	24677
2181	23524	24667
2182	23535	24657
2183	23546	24646
2184	23557	24635
2185	23568	24625
2186	23579	24614
2187	23589	24603
2188	23600	24592
2189	23611	24581
2190	23623	24572
2191	23634	24562
2192	23648	24553
2193	23658	24542
2194	23669	24531
2195	23680	24521
2196	23691	24510
2197	23701	24499
2198	23712	24488
2199	23722	24477
2200	23732	24465
2201	23742	24454
2202	23754	24444
2203	23765	24433
2204	23775	24422
2205	23788	24414
2206	23799	24403
2207	23809	24391
2208	23819	24380
2209	23830	24369
2210	23840	24358
2211	23850	24346
2212	23861	24336
2213	23872	24325
2214	23883	24314
2215	23893	24303
2216	23903	24291
2217	23914	24280
2218	23924	24269
2219	23934	24257
2220	23944	24246
2221	23954	24234
2222	23964	24223
2223	23975	24212
2224	23986	24202
2225	23996	24190
2226	24007	24179
2227	24017	24168
2228	24027	24157
2229	24038	24145
2230	24048	24134
2231	24058	24123
2232	24069	24112
2233	24080	24101
2234	24090	24090
2235	24101	24080
2236	24112	24069
2237	24122	24057
2238	24132	24046
2239	24142	24035
2240	24153	24023
2241	24163	24012
2242	24173	24001
2243	24183	23989
2244	24194	23979
2245	24205	23968
2246	24216	23957
2247	24226	23946
2248	24238	23936
2249	24249	23925
2250	24260	23915
2251	24271	23905
2252	24282	23894
2253	24293	23883
2254	24304	23873
2255	24315	23862
2256	24326	23851
2257	24336	23840
2258	24346	23829
2259	24357	23818
2260	24367	23806
2261	24377	23795
2262	24387	23784
2263	24397	23772
2264	24407	23761
2265	24418	23750
2266	24429	23739
2267	24439	23728
2268	24450	23717
2269	24460	23706
2270	24470	23694
2271	24480	23683
2272	24490	23671
2273	24500	23660
2274	24511	23649
2275	24521	23637
2276	24532	23627
2277	24542	23615
2278	24552	23604
2279	24563	23593
2280	24574	23583
2281	24584	23572
2282	24594	23560
2283	24605	23550
2284	24616	23539
2285	24626	23527
2286	24636	23516
2287	24647	23505
2288	24658	23494
2289	24668	23483
2290	24678	23472
2291	24689	23461
2292	24699	23450
2293	24710	23439
2294	24720	23427
2295	24730	23416
2296	24741	23405
2297	24751	23394
2298	24762	23383
2299	24772	23372
2300	24783	23361
2301	24794	23351
2302	24804	23339
2303	24814	23328
2304	24824	23317
2305	24835	23306
2306	24845	23294
2307	24855	23283
2308	24866	23272
2309	24877	23261
2310	24887	23250
2311	24898	23239
2312	24909	23229
2313	24921	23220
2314	24933	23210
2315	24945	23201
2316	24958	23191
2317	24970	23181
2318	24980	23170
2319	24991	23160
2320	25001	23148
2321	25011	23137
2322	25022	23126
2323	25032	23115
2324	25042	23103
2325	25052	23092
2326	25063	23081
2327	25073	23070
2328	25083	23058
2329	25093	23047
2330	25103	23036
2331	25114	23025
2332	25124	23013
2333	25134	23002
2334	25145	22991
2335	25155	22980
2336	25166	22969
2337	25177	22959
2338	25187	22948
2339	25198	22936
2340	25208	22925
2341	25218	22914
2342	25229	22903
2343	25239	22892
2344	25251	22882
2345	25262	22871
2346	25272	22860
2347	25282	22849
2348	25292	22837
2349	25302	22826
2350	25313	22815
2351	25322	22803
2352	25334	22793
2353	25346	22783
2354	25359	22774
2355	25370	22764
2356	25381	22753
2357	25391	22742
2358	25401	22730
2359	25411	22719
2360	25422	22708
2361	25432	22697
2362	25442	22686
2363	25454	22676
2364	25464	22665
2365	25475	22654
2366	25486	22643
2367	25497	22633
2368	25509	22623
2369	25520	22612
2370	25530	22601
2371	25540	22590
2372	25551	22579
2373	25563	22570
2374	25574	22559
2375	25584	22548
2376	25595	22537
2377	25606	22526
2378	25616	22515
2379	25627	22504
2380	25637	22493
2381	25647	22482
2382	25657	22470
2383	25668	22460
2384	25678	22448
2385	25688	22437
2386	25698	22425
2387	25709	22414
2388	25721	22405
2389	25731	22394
2390	25741	22382
2391	25752	22372
2392	25763	22361
2393	25773	22350
2394	25783	22338
2395	25793	22327
2396	25804	22316
2397	25814	22304
2398	25825	22294
2399	25836	22283
2400	25847	22273
2401	25857	22261
2402	25867	22250
2403	25878	22239
2404	25888	22228
2405	25899	22217
2406	25909	22206
2407	25919	22195
2408	25929	22184
2409	25940	22173
2410	25951	22162
2411	25962	22151
2412	25972	22140
2413	25982	22129
2414	25993	22118
2415	26003	22107
2416	26013	22096
2417	26024	22085
2418	26035	22074
2419	26045	22063
2420	26056	22052
2421	26066	22041
2422	26077	22030
2423	26087	22019
2424	26097	22008
2425	26108	21997
2426	26118	21985
2427	26128	21974
2428	26138	21963
2429	26149	21952
2430	26160	21942
2431	26170	21931
2432	26181	21919
2433	26191	21909
2434	26202	21897
2435	26212	21886
2436	26222	21875
2437	26232	21864
2438	26243	21853
2439	26253	21842
2440	26264	21831
2441	26275	21821
2442	26287	21811
2443	26300	21801
2444	26312	21792
2445	26322	21781
2446	26333	21770
2447	26344	21759
2448	26354	21748
2449	26365	21737
2450	26375	21726
2451	26385	21715
2452	26396	21704
2453	26406	21693
2454	26416	21682
2455	26427	21671
2456	26438	21660
2457	26448	21649
2458	26459	21638
2459	26469	21627
2460	26479	21616
2461	26489	21604
2462	26500	21593
2463	26510	21582
2464	26520	21571
2465	26530	21560
2466	26541	21549
2467	26552	21538
2468	26562	21527
2469	26572	21516
2470	26583	21505
2471	26594	21494
2472	26605	21484
2473	26615	21472
2474	26625	21461
2475	26635	21450
2476	26647	21440
2477	26658	21430
2478	26668	21418
2479	26678	21407
2480	26688	21396
2481	26699	21385
2482	26710	21374
2483	26720	21363
2484	26731	21352
2485	26742	21341
2486	26752	21330
2487	26762	21319
2488	26772	21308
2489	26783	21297
2490	26793	21286
2491	26804	21275
2492	26817	21266
2493	26829	21256
2494	26840	21246
2495	26852	21236
2496	26863	21225
2497	26874	21215
2498	26884	21204
2499	26896	21194
2500	26907	21183
2501	26918	21173
2502	26929	21162
2503	26939	21151
2504	26950	21140
2505	26960	21129
2506	26971	21119
2507	26981	21107
2508	26991	21096
2509	27002	21085
2510	27013	21074
2511	27023	21063
2512	27033	21052
2513	27044	21041
2514	27054	21030
2515	27065	21019
2516	27075	21008
2517	27086	20997
2518	27096	20986
2519	27106	20975
2520	27117	20964
2521	27127	20953
2522	27138	20942
2523	27148	20931
2524	27158	20920
2525	27168	20908
2526	27180	20898
2527	27190	20887
2528	27200	20876
2529	27211	20865
2530	27221	20854
2531	27231	20842
2532	27242	20832
2533	27252	20821
2534	27262	20810
2535	27273	20798
2536	27283	20787
2537	27293	20776
2538	27304	20765
2539	27314	20755
2540	27325	20743
2541	27335	20732
2542	27346	20722
2543	27357	20712
2544	27368	20700
2545	27379	20690
2546	27389	20679
2547	27399	20668
2548	27410	20657
2549	27420	20646
2550	27431	20635
2551	27442	20624
2552	27453	20614
2553	27464	20603
2554	27475	20593
2555	27485	20581
2556	27495	20570
2557	27506	20559
2558	27516	20548
2559	27526	20537
2560	27537	20526
2561	27547	20515
2562	27557	20504
2563	27568	20493
2564	27579	20482
2565	27589	20471
2566	27600	20460
2567	27610	20449
2568	27620	20438
2569	27630	20427
2570	27641	20416
2571	27652	20406
2572	27662	20394
2573	27672	20383
2574	27682	20372
2575	27693	20361
2576	27703	20350
2577	27714	20339
2578	27724	20328
2579	27734	20317
2580	27745	20306
2581	27755	20295
2582	27767	20285
2583	27777	20274
2584	27788	20263
2585	27798	20252
2586	27808	20241
2587	27819	20230
2588	27831	20220
2589	27843	20210
2590	27856	20201
2591	27868	20191
2592	27878	20180
2593	27889	20169
2594	27899	20158
2595	27909	20147
2596	27919	20136
2597	27930	20125
2598	27941	20114
2599	27951	20103
2600	27961	20092
2601	27971	20080
2602	27982	20070
2603	27992	20059
2604	28003	20048
2605	28013	20037
2606	28023	20026
2607	28033	20014
2608	28044	20004
2609	28055	19993
2610	28065	19982
2611	28075	19971
2612	28086	19960
2613	28096	19949
2614	28107	19938
2615	28117	19927
2616	28128	19916
2617	28138	19905
2618	28148	19894
2619	28158	19883
2620	28169	19872
2621	28180	19861
2622	28190	19850
2623	28200	19839
2624	28211	19828
2625	28221	19817
2626	28232	19807
2627	28244	19796
2628	28255	19786
2629	28266	19775
2630	28276	19764
2631	28287	19753
2632	28298	19743
2633	28309	19732
2634	28319	19721
2635	28330	19711
2636	28341	19700
2637	28352	19689
2638	28362	19678
2639	28373	19667
2640	28383	19656
2641	28394	19645
2642	28404	19635
2643	28414	19623
2644	28425	19612
2645	28435	19601
2646	28445	19590
2647	28456	19580
2648	28467	19569
2649	28477	19558
2650	28487	19546
2651	28497	19535
2652	28508	19524
2653	28518	19513
2654	28529	19503
2655	28539	19492
2656	28549	19481
2657	28560	19470
2658	28571	19459
2659	28582	19449
2660	28593	19438
2661	28604	19427
2662	28614	19416
2663	28624	19405
2664	28635	19394
2665	28645	19383
2666	28656	19373
2667	28666	19362
2668	28677	19351
2669	28687	19340
2670	28698	19328
2671	28708	19318
2672	28718	19306
2673	28728	19295
2674	28739	19284
2675	28749	19273
2676	28759	19262
2677	28770	19252
2678	28780	19241
2679	28791	19230
2680	28802	19219
2681	28812	19208
2682	28822	19197
2683	28832	19186
2684	28843	19175
2685	28853	19164
2686	28864	19153
2687	28875	19142
2688	28885	19131
2689	28896	19120
2690	28906	19109
2691	28916	19098
2692	28926	19087
2693	28936	19076
2694	28947	19065
2695	28957	19054
2696	28967	19043
2697	28977	19032
2698	28988	19021
2699	28999	19010
2700	29009	18999
2701	29019	18988
2702	29030	18977
2703	29040	18966
2704	29051	18955
2705	29061	18944
2706	29071	18933
2707	29081	18922
2708	29092	18911
2709	29103	18900
2710	29113	18889
2711	29124	18879
2712	29138	18870
2713	29155	18863
2714	29169	18855
2715	29183	18846
2716	29195	18836
2717	29208	18827
2718	29222	18818
2719	29235	18809
2720	29252	18802
2721	29265	18793
2722	29278	18784
2723	29290	18774
2724	29303	18765
2725	29317	18756
2726	29330	18747
2727	29344	18738
2728	29356	18728
2729	29369	18719
2730	29382	18709
2731	29394	18699
2732	29406	18689
2733	29418	18679
2734	29430	18669
2735	29442	18659
2736	29453	18649
2737	29465	18638
2738	29477	18629
2739	29489	18619
2740	29502	18609
2741	29514	18600
2742	29526	18590
2743	29539	18580
2744	29552	18571
2745	29564	18561
2746	29576	18551
2747	29588	18541
2748	29600	18531
2749	29612	18521
2750	29624	18511
2751	29636	18501
2752	29649	18491
2753	29662	18482
2754	29675	18472
2755	29687	18463
2756	29700	18453
2757	29713	18444
2758	29728	18435
2759	29745	18429
2760	29759	18420
2761	29773	18411
2762	29784	18401
2763	29799	18393
2764	29813	18383
2765	29827	18375
2766	29841	18366
2767	29855	18357
2768	29867	18347
2769	29879	18337
2770	29891	18327
2771	29902	18317
2772	29914	18306
2773	29925	18296
2774	29937	18286
2775	29948	18275
2776	29960	18265
2777	29971	18254
2778	29981	18243
2779	29992	18233
2780	30004	18222
2781	30016	18212
2782	30028	18202
2783	30039	18192
2784	30051	18181
2785	30062	18171
2786	30075	18161
2787	30088	18152
2788	30099	18141
2789	30110	18131
2790	30121	18120
2791	30133	18110
2792	30144	18099
2793	30156	18089
2794	30166	18078
2795	30177	18067
2796	30188	18057
2797	30199	18046
2798	30210	18035
2799	30221	18024
2800	30231	18013
2801	30241	18002
2802	30252	17991
2803	30264	17981
2804	30275	17971
2805	30287	17961
2806	30299	17950
2807	30311	17940
2808	30322	17930
2809	30333	17919
2810	30345	17909
2811	30356	17898
2812	30369	17889
2813	30380	17878
2814	30391	17868
2815	30403	17857
2816	30414	17847
2817	30426	17836
2818	30437	17826
2819	30450	17816
2820	30461	17806
2821	30472	17795
2822	30483	17784
2823	30494	17774
2824	30505	17763
2825	30517	17753
2826	30527	17742
2827	30539	17732
2828	30551	17721
2829	30562	17711
2830	30574	17700
2831	30585	17690
2832	30597	17680
2833	30608	17669
2834	30618	17658
2835	30628	17647
2836	30639	17636
2837	30649	17625
2838	30660	17614
2839	30671	17603
2840	30682	17593
2841	30693	17582
2842	30704	17571
2843	30716	17561
2844	30727	17550
2845	30738	17540
2846	30750	17530
2847	30761	17519
2848	30772	17508
2849	30785	17498
2850	30796	17488
2851	30809	17478
2852	30821	17468
2853	30832	17458
2854	30844	17447
2855	30854	17436
2856	30865	17426
2857	30876	17415
2858	30886	17404
2859	30897	17393
2860	30907	17382
2861	30917	17370
2862	30928	17359
2863	30938	17349
2864	30949	17338
2865	30961	17328
2866	30973	17317
2867	30984	17306
2868	30994	17295
2869	31005	17285
2870	31015	17274
2871	31026	17263
2872	31038	17252
2873	31049	17242
2874	31060	17232
2875	31072	17221
2876	31083	17211
2877	31095	17200
2878	31105	17189
2879	31117	17179
2880	31129	17169
2881	31140	17158
2882	31151	17147
2883	31162	17137
2884	31175	17127
2885	31188	17117
2886	31200	17108
2887	31212	17097
2888	31224	17087
2889	31234	17076
2890	31245	17065
2891	31256	17054
2892	31267	17044
2893	31277	17033
2894	31290	17023
2895	31300	17012
2896	31311	17001
2897	31322	16990
2898	31333	16979
2899	31345	16969
2900	31357	16959
2901	31369	16949
2902	31382	16939
2903	31395	16929
2904	31406	16919
2905	31417	16908
2906	31428	16898
2907	31439	16887
2908	31450	16876
2909	31463	16867
2910	31476	16857
2911	31490	16848
2912	31502	16838
2913	31516	16828
2914	31528	16818
2915	31542	16809
2916	31555	16800
2917	31567	16790
2918	31580	16780
2919	31593	16770
2920	31606	16760
2921	31618	16750
2922	31632	16741
2923	31643	16731
2924	31654	16720
2925	31666	16709
2926	31676	16698
2927	31687	16687
2928	31697	16676
2929	31710	16667
2930	31722	16656
2931	31734	16646
2932	31744	16635
2933	31756	16625
2934	31767	16614
2935	31777	16603
2936	31788	16592
2937	31799	16581
2938	31810	16570
2939	31821	16560
2940	31833	16550
2941	31846	16540
2942	31858	16530
2943	31870	16519
2944	31881	16509
2945	31892	16498
2946	31903	16487
2947	31915	16477
2948	31926	16466
2949	31936	16455
2950	31948	16445
2951	31958	16434
2952	31969	16423
2953	31979	16411
2954	31990	16401
2955	32001	16390
2956	32012	16379
2957	32023	16368
2958	32033	16357
2959	32043	16346
2960	32054	16335
2961	32064	16324
2962	32075	16313
2963	32085	16302
2964	32096	16291
2965	32107	16281
2966	32119	16270
2967	32130	16260
2968	32142	16249
2969	32153	16239
2970	32164	16228
2971	32176	16218
2972	32188	16207
2973	32199	16196
2974	32209	16186
2975	32221	16175
2976	32232	16164
2977	32243	16154
2978	32254	16143
2979	32265	16132
2980	32275	16121
2981	32286	16110
2982	32297	16100
2983	32308	16089
2984	32319	16078
2985	32330	16067
2986	32340	16056
2987	32352	16046
2988	32363	16035
2989	32373	16024
2990	32383	16013
2991	32394	16002
2992	32404	15990
2993	32415	15980
2994	32426	15969
2995	32438	15959
2996	32450	15948
2997	32461	15938
2998	32475	15929
2999	32488	15919
3000	32499	15908
3001	32510	15897
3002	32522	15887
3003	32533	15876
3004	32544	15866
3005	32554	15854
3006	32565	15844
3007	32576	15833
3008	32587	15822
3009	32598	15812
3010	32610	15801
3011	32622	15791
3012	32632	15780
3013	32643	15769
3014	32653	15758
3015	32663	15747
3016	32673	15735
3017	32684	15724
3018	32695	15714
3019	32709	15704
3020	32719	15693
3021	32730	15682
3022	32740	15671
3023	32751	15660
3024	32762	15650
3025	32772	15639
3026	32784	15628
3027	32797	15618
3028	32809	15608
3029	32822	15598
3030	32835	15589
3031	32848	15579
3032	32860	15568
3033	32871	15557
3034	32882	15547
3035	32894	15537
3036	32906	15526
3037	32918	15516
3038	32930	15506
3039	32942	15495
3040	32954	15485
3041	32965	15474
3042	32976	15464
3043	32987	15453
3044	32999	15442
3045	33010	15432
3046	33021	15421
3047	33031	15410
3048	33042	15399
3049	33053	15388
3050	33065	15378
3051	33076	15367
3052	33087	15356
3053	33098	15346
3054	33109	15335
3055	33120	15324
3056	33131	15314
3057	33144	15303
3058	33156	15293
3059	33167	15283
3060	33179	15272
3061	33191	15262
3062	33201	15251
3063	33213	15240
3064	33224	15230
3065	33235	15219
3066	33246	15208
3067	33257	15197
3068	33268	15187
3069	33279	15176
3070	33291	15165
3071	33303	15155
3072	33315	15145
3073	33325	15134
3074	33336	15123
3075	33346	15112
3076	33356	15101
3077	33366	15089
3078	33377	15078
3079	33387	15067
3080	33398	15056
3081	33409	15046
3082	33421	15035
3083	33432	15025
3084	33444	15014
3085	33455	15003
3086	33465	14992
3087	33476	14982
3088	33487	14971
3089	33498	14960
3090	33510	14950
3091	33521	14939
3092	33531	14928
3093	33544	14918
3094	33557	14908
3095	33570	14898
3096	33584	14888
3097	33596	14878
3098	33606	14867
3099	33617	14856
3100	33627	14845
3101	33638	14834
3102	33649	14823
3103	33661	14813
3104	33672	14802
3105	33682	14791
3106	33693	14780
3107	33703	14769
3108	33713	14758
3109	33724	14747
3110	33734	14736
3111	33744	14725
3112	33754	14714
3113	33765	14703
3114	33776	14692
3115	33787	14681
3116	33797	14670
3117	33807	14659
3118	33817	14648
3119	33827	14637
3120	33839	14626
3121	33850	14615
3122	33861	14604
3123	33872	14594
3124	33883	14583
3125	33894	14572
3126	33905	14561
3127	33916	14551
3128	33926	14539
3129	33936	14528
3130	33947	14518
3131	33958	14507
3132	33968	14495
3133	33978	14484
3134	33989	14473
3135	34000	14463
3136	34010	14452
3137	34021	14441
3138	34032	14430
3139	34042	14419
3140	34054	14408
3141	34065	14397
3142	34076	14387
3143	34087	14376
3144	34097	14365
3145	34107	14354
3146	34119	14343
3147	34130	14333
3148	34141	14322
3149	34152	14311
3150	34163	14300
3151	34173	14289
3152	34185	14279
3153	34196	14268
3154	34207	14257
3155	34218	14246
3156	34229	14236
3157	34241	14225
3158	34253	14215
3159	34265	14204
3160	34276	14194
3161	34287	14183
3162	34298	14172
3163	34308	14161
3164	34319	14150
3165	34331	14140
3166	34343	14129
3167	34354	14119
3168	34366	14108
3169	34378	14098
3170	34388	14087
3171	34399	14076
3172	34409	14065
3173	34420	14054
3174	34430	14043
3175	34440	14032
3176	34450	14020
3177	34461	14010
3178	34472	13999
3179	34482	13988
3180	34493	13977
3181	34505	13967
3182	34515	13955
3183	34526	13944
3184	34536	13933
3185	34546	13922
3186	34556	13911
3187	34568	13901
3188	34579	13890
3189	34590	13879
